# AUTHORS
# 
# (c) 
#     Aleksander Pohl apohllo@o2.pl
#     Jakub Perlinski 
# 
# LICENSE
#
# This work is distributed under Creative Commons Attribution 3.0 Unported (CC BY 3.0).
# http://creativecommons.org/licenses/by/3.0/
# 
# This work is an extension of OpenCyc Knowledge Base distributed under Apache 2.0 license.
# http://www.opencyc.org/license
# 
# Format: Cyc Concept external ID	Polish mapping	Concept name
Mx4rv-jxwpwpEbGdrcN5Y29ycA	zbiór mięśni żucia	MasticationMuscleSet
Mx4rvqiPM5wpEbGdrcN5Y29ycA	mastif	Mastiff
Mx4rwEilMpwpEbGdrcN5Y29ycA	mastodont	Mastodon
Mx4rwBAKy5wpEbGdrcN5Y29ycA	masturbacja	Masturbating
Mx4rDF0chBxkQdiKXNMg3UwUhg	mata	Mat
Mx4rvViZ4JwpEbGdrcN5Y29ycA	matador	Matador
Mx4rvVjH5pwpEbGdrcN5Y29ycA	zapałka	Match-FireStarter
Mx4rvVjyf5wpEbGdrcN5Y29ycA	mecz	MatchSportsEvent
Mx4rvVik0JwpEbGdrcN5Y29ycA	operowanie materiałami	MaterialHandling
Mx4rwOig2pwpEbGdrcN5Y29ycA	wymiana materiałów	MaterialsExchange
Mx4rvViwCpwpEbGdrcN5Y29ycA	koprocesor matematyczny	MathCoprocessor
Mx4rvqH1qpwpEbGdrcN5Y29ycA	symbol matematyczny	MathematicalCharacter
Mx4rvp-LnJwpEbGdrcN5Y29ycA	język matematyczny	MathematicalLanguage
Mx4r_oqmUM30EdmAAAACs6hRjg	notacja matematyczna	MathematicalNotation
Mx4rv0YfN5wpEbGdrcN5Y29ycA	obiekt matematyczny	MathematicalObject
Mx4rwPRpypwpEbGdrcN5Y29ycA	fizyk matematyczny	MathematicalPhysicist
Mx4rvX91Y5wpEbGdrcN5Y29ycA	łamigłówka matematyczna	MathematicalPuzzle
Mx4rovt5-M3mEdmAAAACs6hRjg	twierdzenie matematyczne	MathematicalStatement
Mx4rvVjltpwpEbGdrcN5Y29ycA	byt matematyczny	MathematicalThing
Mx4rvVkB15wpEbGdrcN5Y29ycA	matematyk	Mathematician
Mx4rvViNWpwpEbGdrcN5Y29ycA	wydział matematyki	MathematicsDepartment
Mx4rT1XUEsCDEdmAAAACs6hRjg	immatrykulacja	Matriculating
Mx4rvViRCJwpEbGdrcN5Y29ycA	typ materii w zależności od stanu fizycznego	MatterTypeByPhysicalState
Mx4rvVivuZwpEbGdrcN5Y29ycA	materac	Mattress
Mx4rwP1RiJwpEbGdrcN5Y29ycA	nakładka ochronna na materac	MattressPad
Mx4rwDDJ45wpEbGdrcN5Y29ycA	tętnica szczękowa	MaxillaryArtery
Mx4rvWNU9JwpEbGdrcN5Y29ycA	nerw szczękowy	MaxillaryNerve
Mx4rvp2ZWJwpEbGdrcN5Y29ycA	zatoka szczękowa	MaxillarySinus
Mx4rvlDSc5wpEbGdrcN5Y29ycA	żyła szczękowa	MaxillaryVein
Mx4rvVjCMpwpEbGdrcN5Y29ycA	maj	May
Mx4rwINBjZwpEbGdrcN5Y29ycA	pierwszy maja	MayDay
Mx4rvVi1z5wpEbGdrcN5Y29ycA	religia Majów	MayanReligion
Mx4rLoucpCdtQdifrZowAGI_MA	chaos	Mayhem
Mx4rwQCKUpwpEbGdrcN5Y29ycA	majonez	Mayonnaise
Mx4rwQrzr5wpEbGdrcN5Y29ycA	burmistrz	Mayor
Mx4rAdZqbn84Qdec385hOtV0_Q	gabinet burmistrza	MayorsOffice
Mx4rwPzvnpwpEbGdrcN5Y29ycA	łąka	Meadow
Mx4rG7zD8in4EdqAAAACs2IMmw	racja żywnościowa	Meal-ReadyToEat
Mx4rvVivipwpEbGdrcN5Y29ycA	typ posiłku	MealType
Mx4rwP1JDpwpEbGdrcN5Y29ycA	odra	Measles
Mx4rvaEcosFuQdiNopS8VV8ODg	współczynnik wartości wymiernej	MeasurableQuantitySlot
Mx4rlsKf-MukQdiEYr6WbI2G4Q	typ wartości wymiernej	MeasurableQuantityType
Mx4rhLRmOvbJEdyAAADggVbxzQ	miara użyteczności	MeasureOfUtility
Mx4rvVigC5wpEbGdrcN5Y29ycA	miarka kuchenna	MeasuringCup
Mx4rvVkJAZwpEbGdrcN5Y29ycA	urządzenie pomiarowe	MeasuringDevice
Mx4rvViFJJwpEbGdrcN5Y29ycA	mierzenie	MeasuringSomething
Mx4rvViMG5wpEbGdrcN5Y29ycA	łyżka pomiarowa	MeasuringSpoon
Mx4rvViycpwpEbGdrcN5Y29ycA	maszynka do mięsa	MeatGrinder
Mx4rvVjuHJwpEbGdrcN5Y29ycA	przetwórnia mięsa	MeatProcessingPlant
Mx4rvVjfQZwpEbGdrcN5Y29ycA	pracownik działu mięsnego	MeatSectionWorker
Mx4rwA6F5ZwpEbGdrcN5Y29ycA	mechanik	Mechanic
Mx4r6BDvEWNsEdaMggACs0uFOQ	mechaniczna część samochodowa	MechanicalAutoPart
Mx4r6BDvEmNsEdaMggACs0uFOQ	mechaniczna część rowerowa	MechanicalBicyclePart
Mx4rvVjruZwpEbGdrcN5Y29ycA	przycisk	MechanicalButton
Mx4rvVjVgZwpEbGdrcN5Y29ycA	urządzenie mechaniczne	MechanicalDevice
Mx4rvVj7D5wpEbGdrcN5Y29ycA	inżynier mechanik	MechanicalEngineer
Mx4rvViDy5wpEbGdrcN5Y29ycA	ołówek automatyczny	MechanicalPencil
Mx4rvXDlS5wpEbGdrcN5Y29ycA	jednostka piechoty zmechanizowanej	MechanizedInfantryUnit-MilitarySpecialty
Mx4rwILb0JwpEbGdrcN5Y29ycA	jednostka zmechanizowana	MechanizedUnit-MilitarySpecialty
Mx4rvVjOYJwpEbGdrcN5Y29ycA	medal	Medal-Physical
Mx4rvVj8aZwpEbGdrcN5Y29ycA	podium	MedalPlatform
Mx4rvVjih5wpEbGdrcN5Y29ycA	agent medialny	MediaAgent
Mx4rwDVa_pwpEbGdrcN5Y29ycA	rzecznik medialny	MediaLiaison
Mx4rv9YQyZwpEbGdrcN5Y29ycA	organizacja medialna	MediaOrganization
Mx4rv1CSQ5wpEbGdrcN5Y29ycA	odtwarzacz multimedialny	MediaPlayerProgram
Mx4rwPzoJZwpEbGdrcN5Y29ycA	pracownik sektora mediów	MediaProfessional
Mx4rvhz6_JwpEbGdrcN5Y29ycA	produkt medialny w odcinkach	MediaSeriesProduct
Mx4rvVkBrJwpEbGdrcN5Y29ycA	technik medialny	MediaTechnician
Mx4rxGTt6qUaQdiWRuXLkh_nHQ	potentat medialny	MediaTycoon
Mx4rwHbhsZwpEbGdrcN5Y29ycA	nerw skórny łydkowy pośredni	MedialSuralCutaneousNerve
Mx4rv2OKJ5wpEbGdrcN5Y29ycA	śródpiersie	Mediastinum
Mx4rjH34HIRnEdqAAAACs2IKaQ	medyk	Medic
Mx4rvWOPwZwpEbGdrcN5Y29ycA	opieka zdrowotna	MedicalCareEvent
Mx4rvWSXEJwpEbGdrcN5Y29ycA	instytucja opieki zdrowotnej	MedicalCareInstitution
Mx4rvVj0jpwpEbGdrcN5Y29ycA	organizacja opieki zdrowotnej	MedicalCareOrganization
Mx4rwQwxbpwpEbGdrcN5Y29ycA	pracownik opieki zdrowotnej	MedicalCareProfessional
Mx4rwP1cAJwpEbGdrcN5Y29ycA	opiekun zdrowotny	MedicalCareProvider
Mx4rwP1r9pwpEbGdrcN5Y29ycA	klinika	MedicalClinic
Mx4rvihmxJwpEbGdrcN5Y29ycA	egzamin wstępny na uczelnię medyczną	MedicalCollegeAdmissionTest
Mx4rv-UUppwpEbGdrcN5Y29ycA	medyczna baza danych	MedicalDatabase
Mx4r_n2sZnS_EdaAAACgyZzFrg	tytuł medyczny	MedicalDegreeLevel
Mx4rvVjNSpwpEbGdrcN5Y29ycA	urządzenie medyczne	MedicalDevice
Mx4rYrXtsExpEd2blADggVfexA	typ przyrządu medycznego	MedicalDeviceType
Mx4rwF5PIZwpEbGdrcN5Y29ycA	słownik pojęć medycznych	MedicalDictionary
Mx4rvV3wQpwpEbGdrcN5Y29ycA	dyrektor medyczny	MedicalDirector
Mx4raPZQYlsLEdaAAACQJ5pZBw	ośrodek medyczny	MedicalFacility
Mx4rvWM_0ZwpEbGdrcN5Y29ycA	genetyk kliniczny	MedicalGeneticist
Mx4rvVjkN5wpEbGdrcN5Y29ycA	ubezpieczenie zdrowotne	MedicalInsurance
Mx4rwQCG0pwpEbGdrcN5Y29ycA	laboratorium medyczne	MedicalLaboratory
Mx4rwQroZpwpEbGdrcN5Y29ycA	mikrobiolog kliniczny	MedicalMicrobiologist
Mx4rhOO3pld-EdqAAAACs71DGQ	recepta	MedicalPrescription
Mx4rvViNVpwpEbGdrcN5Y29ycA	sonda medyczna	MedicalProbe
Mx4rwApx65wpEbGdrcN5Y29ycA	zabieg medyczny	MedicalProcedure
Mx4rwQrwVJwpEbGdrcN5Y29ycA	program rezydentury lekarskiej	MedicalResidencyProgram
Mx4rwP1FVJwpEbGdrcN5Y29ycA	waga medyczna	MedicalScale
Mx4rvVkJnZwpEbGdrcN5Y29ycA	akademia medyczna	MedicalSchool
Mx4rvVuyI5wpEbGdrcN5Y29ycA	akademia medyczna	MedicalSchool-General
Mx4rwQrpM5wpEbGdrcN5Y29ycA	typ specjalisty medycznego	MedicalSpecialistType
Mx4rvkqZxZwpEbGdrcN5Y29ycA	serial medyczny	MedicalTVShow
Mx4rvVijvJwpEbGdrcN5Y29ycA	termometr lekarski  	MedicalThermometer
Mx4rwP1L8JwpEbGdrcN5Y29ycA	strój medyczny	MedicalUniform
Mx4rvewF8JwpEbGdrcN5Y29ycA	medytacja	Meditating
Mx4rvVj3eJwpEbGdrcN5Y29ycA	klimat śródziemnomorski	MediterraneanClimateCycle
Mx4rvf-lVZwpEbGdrcN5Y29ycA	kuchnia śródziemnomorska	MediterraneanCuisine
Mx4rvVjs6pwpEbGdrcN5Y29ycA	Morze Śródziemne	MediterraneanSea
Mx4rvqeEnZwpEbGdrcN5Y29ycA	gorączka plamista śródziemnomorska	MediterraneanSpottedFever
Mx4rwCqnXJwpEbGdrcN5Y29ycA	rdzeń przedłużony	MedullaOblongata
Mx4rvVkDiJwpEbGdrcN5Y29ycA	spotkanie	Meeting-SocialGathering
Mx4rwPKarZwpEbGdrcN5Y29ycA	spotkanie	MeetingSomeone
Mx4rwQBc75wpEbGdrcN5Y29ycA	sala spotkań	MeetingSpace
Mx4rvVjM6ZwpEbGdrcN5Y29ycA	megaherc	MegaHertz
Mx4rYw28EiziQdiAbq-b5kB8Uw	megafon	Megaphone
Mx4rvcE0X5wpEbGdrcN5Y29ycA	mejoza	Meiosis
Mx4rhU-s3BwcEdaAAABQ2rksLw	meitner	Meitnerium
Mx4rcSHyTp88EdaAAACgycbRww	melanina	Melanin
Mx4rvfyfTZwpEbGdrcN5Y29ycA	czerniak	Melanoma
Mx4rv3TrCpwpEbGdrcN5Y29ycA	melanteryt	Melanterite
Mx4rvuPxTpwpEbGdrcN5Y29ycA	melatonina	Melatonin
Mx4rKp7LBCqkQdiUzpMqyo62Ug	stopienie	Meltdown
Mx4rvVj59JwpEbGdrcN5Y29ycA	topienie	Melting
Mx4r97p16vVkEdyAAAACs6hRXg	kongresman	MemberOfUSCongress
Mx4rvnDYFZwpEbGdrcN5Y29ycA	błona	Membrane
Mx4rvW1U5JwpEbGdrcN5Y29ycA	błona	Membrane-Biological
Mx4rvViuspwpEbGdrcN5Y29ycA	notatka	Memorandum
Mx4rwP1rJ5wpEbGdrcN5Y29ycA	miejsce pamięci	MemorialMarker
Mx4rvVi_5JwpEbGdrcN5Y29ycA	zapamiętywanie	Memorizing
Mx4rvVjaR5wpEbGdrcN5Y29ycA	wspomnienie	Memory
Mx4rv_Ih-ZwpEbGdrcN5Y29ycA	gra pamięciowa	MemoryGame
Mx4rwD68t5wpEbGdrcN5Y29ycA	trójkąt	MenageATrois
Mx4rvw9ec5wpEbGdrcN5Y29ycA	mendelew	Mendelevium
Mx4rwP1pI5wpEbGdrcN5Y29ycA	menopauza	Menopause
Mx4rcc8FliwJQdiNscKILaphmQ	menora	Menorah
Mx4rvVkC_JwpEbGdrcN5Y29ycA	odzież męska	MensClothing
Mx4rvVi-7pwpEbGdrcN5Y29ycA	zawody sportowe mężczyzn	MensSportsCompetition
Mx4rwRZLhJwpEbGdrcN5Y29ycA	zawody sportowe mężczyzn	MensSportsEvent
Mx4rwI-jxJwpEbGdrcN5Y29ycA	męska drużyna sportowa	MensSportsTeam
Mx4rvVj5aJwpEbGdrcN5Y29ycA	męski garnitur	MensSuit
Mx4rvVirRZwpEbGdrcN5Y29ycA	drużynowe zawody sportowe mężczyzn	MensTeamSportsCompetition
Mx4rvkwxEpwpEbGdrcN5Y29ycA	majtki męskie	MensUnderpants
Mx4rvVjGO5wpEbGdrcN5Y29ycA	menstruacja	Menstruating
Mx4rsVY4RH_cQdeJyqZDVTwDcw	poziom wysiłku umysłowego	MentalEffortLevel
Mx4rvbXtq5wpEbGdrcN5Y29ycA	pielęgniarka zdrowia psychicznego	MentalHealthNurse
Mx4rv0gD5pwpEbGdrcN5Y29ycA	specjalista zdrowia psychicznego	MentalHealthProfessional
Mx4rvV1crZwpEbGdrcN5Y29ycA	niepełnosprawność intelektualna	MentalRetardation
Mx4rv_eu7JwpEbGdrcN5Y29ycA	miauczenie	MeowingSound
Mx4rvViZTZwpEbGdrcN5Y29ycA	rtęć	Mercury
Mx4rfyIA3pCTQdeUDIgQDJEB_w	rtęć piorunująca	MercuryFulminate
Mx4r4hTnXJOaEdaAAAACs6Mw3A	tlenek rtęci	MercuryOxide
Mx4rvVj2qZwpEbGdrcN5Y29ycA	tkanka twórcza	Meristem
Mx4rvwxlgZwpEbGdrcN5Y29ycA	syrena	Mermaid
Mx4rvfK6S5wpEbGdrcN5Y29ycA	wodnik	Merman
Mx4rvVjFZZwpEbGdrcN5Y29ycA	meskalina	Mescaline
Mx4rv0JTSpwpEbGdrcN5Y29ycA	mezolit	Mesolite
Mx4rv-_035wpEbGdrcN5Y29ycA	mezosfera	Mesosphere-PlanetEarth
Mx4rvrpiGpwpEbGdrcN5Y29ycA	wiadomość	Message
Mx4rwITjK5wpEbGdrcN5Y29ycA	wiadomość	Message-CW
Mx4rva_rBJwpEbGdrcN5Y29ycA	śródstopie	MetaTarsus
Mx4rwUokgpwpEbGdrcN5Y29ycA	szlak metaboliczny	MetabolicPathway
Mx4rvbXWvJwpEbGdrcN5Y29ycA	substrat metaboliczny	MetabolicSubstrate
Mx4rvVisOZwpEbGdrcN5Y29ycA	metal	Metal
Mx4rvVjMi5wpEbGdrcN5Y29ycA	stop metali	MetalAlloy
Mx4r72wfAgEfQdmbF4uRWswGLw	obróbka skrawaniem	MetalMachining
Mx4rvVitQpwpEbGdrcN5Y29ycA	powlekanie metali	MetalPlating
Mx4rtobKNvA_QdaeYrUgu-wqUA	wiązanie metaliczne	MetallicBond
Mx4r1zbcKPAGQdaZ1o7RjdyIhw	metaloid	Metalloid
Mx4rv6bD-ZwpEbGdrcN5Y29ycA	skała metamorficzna	MetamorphicRock
Mx4rwQCJ7pwpEbGdrcN5Y29ycA	przeobrażenie owada	Metamorphosis-Insect
Mx4rQGL6zizsQdiXaeZs7sB4dw	metafora	Metaphor
Mx4rwOQVFZwpEbGdrcN5Y29ycA	kość śródstopia	Metatarsal
Mx4rg5XScCggQdeBMr39gychAQ	metateza	MetathesisReaction
Mx4rwEizRJwpEbGdrcN5Y29ycA	meteor	Meteor
Mx4rvsQMeZwpEbGdrcN5Y29ycA	meteoryt	Meteorite
Mx4rv24zJZwpEbGdrcN5Y29ycA	meteoroid	Meteoroid
Mx4rvuvppZwpEbGdrcN5Y29ycA	meteorolog	Meteorologist
Mx4rwBGgXJwpEbGdrcN5Y29ycA	metadon	Methadone
Mx4rwScGqJwpEbGdrcN5Y29ycA	metan	Methane
Mx4rWI-AjPAuQdaNWfC2DAEEpg	spalanie metanu	MethaneCombustion-Reaction
Mx4rJdf4JPZTQdaN0958qPVbnA	jon metanowy	MethaneIon
Mx4rwDEInJwpEbGdrcN5Y29ycA	metionina	Methionine
Mx4rvVkBMJwpEbGdrcN5Y29ycA	metodyzm	MethodistReligion
Mx4rvoVlnpwpEbGdrcN5Y29ycA	alkohol metylowy	MethylAlcohol
Mx4rgbAbqmn8QdeeceD0QcJh1Q	chlorek metyloaminy	MethylAmmoniumChloride
Mx4rNQrBwClfQdeSmeg2qHbwng	azotan metyloaminy	MethylAmmoniumNitrate
Mx4rY3nqnL7WQdef1_-uql5n9w	bromek metylu	MethylBromide
Mx4rwTEhfJwpEbGdrcN5Y29ycA	grupa metylowa	MethylGroup
Mx4rmXwCIr7EQdeFMqxtM_HSIg	izocyjanian metylu	MethylIsocyanate
Mx4r63sFBmoJQdeMnIFJS85dnw	salicylan metylu	MethylSalicylate
Mx4rjv0g_vvQQdaR3-uKb-PSDQ	metyloamina	Methylamine
Mx4rv7v7r5wpEbGdrcN5Y29ycA	przeliczanie systemu metrycznego	MetricConversion
Mx4rvQ8_hgDUQdiShrUq3B7QDA	jednostka metryczna	MetricUnitOfMeasure
Mx4rVylQ3r7qQdeO3dd51Ybqhw	obszar miejski	MetropolitanArea
Mx4rvVjUGJwpEbGdrcN5Y29ycA	kuchnia meksykańska	MexicanCuisine
Mx4rveqFQ5wpEbGdrcN5Y29ycA	mika	Mica
Mx4rvVjnCZwpEbGdrcN5Y29ycA	mikrokod	MicroCode
Mx4rvVkA0JwpEbGdrcN5Y29ycA	mikrobiolog	Microbiologist
Mx4rv_-cPJwpEbGdrcN5Y29ycA	mikroklin	Microcline
Mx4rvVjm7JwpEbGdrcN5Y29ycA	mikrofilm	Microfilm
Mx4rvVj4XZwpEbGdrcN5Y29ycA	mikrometr	Micron
Mx4rvVjpapwpEbGdrcN5Y29ycA	mikrofon	Microphone
Mx4rvVit45wpEbGdrcN5Y29ycA	mikroprocesor	Microprocessor
Mx4rv6U955wpEbGdrcN5Y29ycA	mikroskop	Microscope
Mx4rvVi5pJwpEbGdrcN5Y29ycA	kuchenka mikrofalowa	MicrowaveOven
Mx4rwCEQM5wpEbGdrcN5Y29ycA	mikrofale	MicrowaveRadiation
Mx4rvVidHpwpEbGdrcN5Y29ycA	menedżer średniego poziomu	MidLevelManager
Mx4rvsBUqpwpEbGdrcN5Y29ycA	śródmózgowie	Midbrain
Mx4rvViHw5wpEbGdrcN5Y29ycA	wczesne popołudnie	Midday
Mx4rwSz5OZwpEbGdrcN5Y29ycA	chmura średnia	Middle-LevelCloud
Mx4rvVibu5wpEbGdrcN5Y29ycA	osoba w średnim wieku	MiddleAgedHuman
Mx4rwFKkNJwpEbGdrcN5Y29ycA	żyła sercowa średnia	MiddleCardiacVein
Mx4rvh3qQ5wpEbGdrcN5Y29ycA	tętnica środkowa mózgu	MiddleCerebralArtery
Mx4rvViw25wpEbGdrcN5Y29ycA	klasa średnia	MiddleClass
Mx4rvywYIpwpEbGdrcN5Y29ycA	żyła okrężnicy środkowa	MiddleColicVein
Mx4rvbw1j5wpEbGdrcN5Y29ycA	ucho środkowe	MiddleEar
Mx4rla-6Ar7yQdeZFoBOGM3Smg	kuchnia Bliskiego Wschodu	MiddleEasternCuisine
Mx4rxogwnHS_EdaAAACgyZzFrg	taniec bliskowschodni	MiddleEasternStyleOfDance
Mx4rvVjS7ZwpEbGdrcN5Y29ycA	palec środkowy	MiddleFinger
Mx4rvViIBZwpEbGdrcN5Y29ycA	zawody w judo w wadze średniej	MiddleJudoSportsEvent
Mx4rwKVIYpwpEbGdrcN5Y29ycA	żyła tarczowa środkowa	MiddleThyroidVein
Mx4rPzpCIStqEdiaugAH6RYvVQ	pośrednik	Middleman
Mx4rvVj5bJwpEbGdrcN5Y29ycA	zawody w podnoszeniu ciężarów w wadze średniej	MiddleweightWeightliftingSportsEvent
Mx4remb7BKuAQdiD5v0n-Ynvbw	kryzys wieku średniego	MidlifeCrisis
Mx4rlQLsWnS7EdaAAACgyZzFrg	ciemność	MidnightColor
Mx4rvViIS5wpEbGdrcN5Y29ycA	akuszerka	Midwife
Mx4rwP3qO5wpEbGdrcN5Y29ycA	migrena	Migraine
Mx4rwQCfZZwpEbGdrcN5Y29ycA	zwierzę wędrowne	MigratoryAnimal
Mx4rwQCZ1ZwpEbGdrcN5Y29ycA	ptak wędrowny	MigratoryBird
Mx4rvVikK5wpEbGdrcN5Y29ycA	mączniak	Mildew
Mx4rf1oE5qRJQdiJ18sGhQ3VgA	bojownik	Militant
Mx4rvZFcx5wpEbGdrcN5Y29ycA	wojskowy region administracyjny	MilitaryAdministrativeRegion
Mx4rvqsxpZwpEbGdrcN5Y29ycA	podmiot wojskowy	MilitaryAgent
Mx4rvVizdZwpEbGdrcN5Y29ycA	wojskowy statek powietrzny	MilitaryAircraft
Mx4rvnnEhpwpEbGdrcN5Y29ycA	samolot wojskowy	MilitaryAirplane
Mx4rv8sQAZwpEbGdrcN5Y29ycA	atak	MilitaryAttack
Mx4r3HKkVFu7EdaAAABQ2sS97g	orkiestra wojskowa	MilitaryBand
Mx4rYjaoRiTfQdef_7ooT-nUvw	koszary	MilitaryBarrack
Mx4rvVqBv5wpEbGdrcN5Y29ycA	baza	MilitaryBase-Grounds
Mx4rvViTBZwpEbGdrcN5Y29ycA	baza wojskowa	MilitaryBase-Organization
Mx4rv1lnUZwpEbGdrcN5Y29ycA	wojskowy program rozwoju broni biologicznej	MilitaryBiologicalWeaponsProgram
Mx4rviyNxpwpEbGdrcN5Y29ycA	wojskowy program rozwoju broni chemicznej	MilitaryChemicalWeaponsProgram
Mx4rHBXhMtbzEdqAAAACs2IKaQ	wojskowe urządzenie komunikacyjne	MilitaryCommunicationDevice
Mx4rvuMS3ZwpEbGdrcN5Y29ycA	operacja obronna	MilitaryDefensiveOperation
Mx4r9LVeTm2uEdaAAACgyZzFrg	dyktatura wojskowa	MilitaryDictatorship
Mx4rvj1Zr5wpEbGdrcN5Y29ycA	wojskowy sprzęt inżynieryjny	MilitaryEngineeringEquipment
Mx4rvoPuLpwpEbGdrcN5Y29ycA	wyposażenie wojskowe	MilitaryEquipment
Mx4rvfqyLJwpEbGdrcN5Y29ycA	eskorta wojskowa	MilitaryEscortOperation
Mx4rvWhtRZwpEbGdrcN5Y29ycA	ćwiczenia wojskowe	MilitaryExercise
Mx4rbleqbHSuEdaAAACgyZzFrg	typ sprzętu wojskowego w zależności od opancerzenia	MilitaryHardwareTypeByArmorStatus
Mx4rvx8G2ZwpEbGdrcN5Y29ycA	wojskowy helikopter	MilitaryHelicopter
Mx4rvyGmJ5wpEbGdrcN5Y29ycA	wywiad wojskowy	MilitaryIntelligence
Mx4rwIrG7JwpEbGdrcN5Y29ycA	inwazja zbrojna	MilitaryInvasion
Mx4rv804HpwpEbGdrcN5Y29ycA	manewr obronny	MilitaryManeuver-Defensive
Mx4rvqXnDpwpEbGdrcN5Y29ycA	wojskowy program rozwoju broni atomowej	MilitaryNuclearWeaponsProgram
Mx4rv5kg0JwpEbGdrcN5Y29ycA	okupacja	MilitaryOccupation
Mx4rvmWl5ZwpEbGdrcN5Y29ycA	operacja ofensywna	MilitaryOffensiveOperation
Mx4rvVinSJwpEbGdrcN5Y29ycA	oficer wojskowy	MilitaryOfficer
Mx4rvgHig5wpEbGdrcN5Y29ycA	czapka oficerska	MilitaryOfficersCap
Mx4rv6CNp5wpEbGdrcN5Y29ycA	tajna operacja wojskowa	MilitaryOperation-Covert
Mx4rvxOzqZwpEbGdrcN5Y29ycA	wspólna operacja wojskowa	MilitaryOperation-Joint
Mx4rwCGErJwpEbGdrcN5Y29ycA	rozkaz wojskowy	MilitaryOrder-IBO
Mx4rw5xx4HSwEdaAAACgyZzFrg	typ osoby ze względu na stopień wojskowy	MilitaryPersonTypeByRank
Mx4rwH2eY5wpEbGdrcN5Y29ycA	policja wojskowa	MilitaryPoliceOfficer
Mx4rxTsQWLkaEdqAAAACs6hnmQ	akademia wojskowa	MilitarySchool
Mx4rvlU_9JwpEbGdrcN5Y29ycA	wojskowy statek kosmiczny	MilitarySpacecraft
Mx4rvdtn5JwpEbGdrcN5Y29ycA	serial wojskowy	MilitaryTVShow
Mx4rYEIevGv6QdmEkv4NUu3e8A	taktyka	MilitaryTactic
Mx4rwR6avpwpEbGdrcN5Y29ycA	złożone zadanie bojowe	MilitaryTask-Complex
Mx4rvVr5lZwpEbGdrcN5Y29ycA	obronne zadanie bojowe	MilitaryTask-Defensive
Mx4rwNegjJwpEbGdrcN5Y29ycA	ofensywne zadanie bojowe	MilitaryTask-Offensive
Mx4rvV09GZwpEbGdrcN5Y29ycA	tytuł wojskowy	MilitaryTitle
Mx4rvWdSr5wpEbGdrcN5Y29ycA	szkolenie wojskowe	MilitaryTrainingCourse
Mx4rvh5RMpwpEbGdrcN5Y29ycA	pakt wojskowy	MilitaryTreaty
Mx4rvgHgkZwpEbGdrcN5Y29ycA	mundur wojskowy	MilitaryUniform
Mx4rvVioEpwpEbGdrcN5Y29ycA	weteran	MilitaryVeteran
Mx4rv3tespwpEbGdrcN5Y29ycA	wojskowy program rozwoju broni masowego rażenia	MilitaryWMDProgram
Mx4rwLzdIpwpEbGdrcN5Y29ycA	wojskowy statek wodny	MilitaryWatercraft
Mx4rwKZUJJwpEbGdrcN5Y29ycA	broń wojskowa	MilitaryWeapon
Mx4rwH6eRpwpEbGdrcN5Y29ycA	wycofanie wojsk	MilitaryWithdrawal
Mx4rwKImsZwpEbGdrcN5Y29ycA	milicja	Militia
Mx4rLV67jjAbQdiHcKN36b7GyQ	milicjant	Militiaman
Mx4rNS_zgp9EEdaAAACgycbRww	czekolada mleczna	MilkChocolate
Mx4rwQCNmZwpEbGdrcN5Y29ycA	mleko w proszku	MilkPowder
Mx4rvVjESpwpEbGdrcN5Y29ycA	laktacja	MilkSecretionEvent
Mx4rvVit15wpEbGdrcN5Y29ycA	dojarka mechaniczna	MilkingMachine
Mx4rvViz4JwpEbGdrcN5Y29ycA	trojeść	Milkweed
Mx4rwP99uZwpEbGdrcN5Y29ycA	Droga Mleczna	MilkyWay-Galaxy
Mx4rmvomcNctQdeWTpExjRdNew	młyn	Mill-ManufacturingFacility
Mx4rvmzMnpwpEbGdrcN5Y29ycA	milleryt	Millerite
Mx4rvViapJwpEbGdrcN5Y29ycA	proso	MilletPlant
Mx4rvViSxpwpEbGdrcN5Y29ycA	miligram	Milligram
Mx4rh761cDDeQdiLJ8QNmJqBQQ	milioner	Millionaire
Mx4rvgHy4pwpEbGdrcN5Y29ycA	mim	Mime-Actor
Mx4rwKjo3ZwpEbGdrcN5Y29ycA	mimetezyt	Mimetite
Mx4r6KBiZE-8QdmOnZ7z9olr2g	minaret	Minaret
Mx4rwPKlipwpEbGdrcN5Y29ycA	kopalnia	Mine-ExcavationFacility
Mx4rvXaPgZwpEbGdrcN5Y29ycA	mina	Mine-Weapon
Mx4rvnxdC5wpEbGdrcN5Y29ycA	sprzęt do usuwania min	MineClearingEquipment
Mx4rv3s3HZwpEbGdrcN5Y29ycA	okręt przeciwminowy	MineCountermeasuresVessel
Mx4rcp2rUvqgQdeBrrfjSYUMzw	system stawiania min	MineDeliverySystem
Mx4rvo7UzpwpEbGdrcN5Y29ycA	sprzęt do wykrywania min	MineDetectingEquipment
Mx4rwMmAoZwpEbGdrcN5Y29ycA	typ sprzętu do wykrywania min	MineDetectingEquipmentType
Mx4rvcfmgJwpEbGdrcN5Y29ycA	pole minowe	MineField
Mx4rv4xP-pwpEbGdrcN5Y29ycA	stawiacz min	MineLayerShip
Mx4rvYC_vJwpEbGdrcN5Y29ycA	sprzęt do stawiania min	MineLayingEquipment
Mx4rv6COEpwpEbGdrcN5Y29ycA	pług minowy	MinePlow
Mx4rwPKilpwpEbGdrcN5Y29ycA	szyb górniczy	MineShaft
